"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-32.36-intel-s-cloud.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output dstatoutput_load_gen_again.csv",,,,"Date:","17 Oct 2019 12:50:09 MDT"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","77","78","79","int","csw","used","free","lis","act","syn","tim","clo"
17-10 13:47:04,0,0.063,99.937,0,0,690823168,65116143616,191033344,1238929408,0,32768,0,4,606,614,0,0,0,94,149,0,3221221376,10,9,0,1,0
17-10 13:47:05,0,0.125,99.875,0,0,690823168,65116143616,191033344,1238929408,0,0,0,0,580,622,0,0,0,94,170,0,3221221376,10,9,0,1,0
17-10 13:47:06,0.062,0.062,99.875,0,0,690823168,65116143616,191033344,1238929408,0,0,0,0,400,606,0,0,0,82,144,0,3221221376,10,9,0,1,0
17-10 13:47:07,0,0.063,99.937,0,0,690823168,65116143616,191033344,1238929408,0,0,0,0,357,836,0,1,0,97,175,0,3221221376,10,9,0,1,0
17-10 13:47:08,0.062,0.062,99.875,0,0,690823168,65116143616,191033344,1238929408,0,0,0,0,126,614,0,0,0,77,139,0,3221221376,10,9,0,1,0
17-10 13:47:09,0,0.063,99.937,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,365,606,0,0,0,78,139,0,3221221376,10,9,0,1,0
17-10 13:47:10,0.062,0.125,99.750,0.062,0,690819072,65116143616,191033344,1238933504,0,65536,0,6,1087,896,0,1,0,119,233,0,3221221376,10,9,0,1,0
17-10 13:47:11,0,0.063,99.937,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,785,630,0,0,0,105,175,0,3221221376,10,9,0,1,0
17-10 13:47:12,0.062,0.125,99.813,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,701,708,0,0,0,84,140,0,3221221376,10,9,0,1,0
17-10 13:47:13,0,0.125,99.875,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,1471,1934,0,1,0,110,217,0,3221221376,10,9,0,1,0
17-10 13:47:14,0,0.062,99.938,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,306,614,0,0,0,92,154,0,3221221376,10,9,0,1,0
17-10 13:47:15,0,0.125,99.875,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,665,606,0,0,0,101,175,0,3221221376,10,9,0,1,0
17-10 13:47:16,0.125,0.062,99.812,0,0,690819072,65116143616,191033344,1238933504,0,24576,0,4,1258,1357,0,3,0,102,168,0,3221221376,10,9,0,1,0
17-10 13:47:17,0,0.063,99.937,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,425,630,0,0,0,80,143,0,3221221376,10,9,0,1,0
17-10 13:47:18,0,0.125,99.875,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,306,606,0,0,0,90,161,0,3221221376,10,9,0,1,0
17-10 13:47:19,0.062,0.062,99.875,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,365,606,0,0,0,96,171,0,3221221376,10,9,0,1,0
17-10 13:47:20,0,0.063,99.937,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,478,836,0,1,0,80,133,0,3221221376,10,9,0,1,0
17-10 13:47:21,0.062,0.062,99.875,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,365,614,0,0,0,88,155,0,3221221376,10,9,0,1,0
17-10 13:47:22,0,0.063,99.937,0,0,690819072,65116143616,191033344,1238933504,0,32768,0,4,186,606,0,0,0,86,149,0,3221221376,10,9,0,1,0
17-10 13:47:23,0.062,0.125,99.813,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,597,852,0,1,0,113,214,0,3221221376,10,9,0,1,0
17-10 13:47:24,0,0.063,99.937,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,521,614,0,0,0,84,147,0,3221221376,10,9,0,1,0
17-10 13:47:25,0.062,0.062,99.875,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,760,606,0,0,0,89,147,0,3221221376,10,9,0,1,0
17-10 13:47:26,0,0.125,99.875,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,418,836,0,1,0,94,155,0,3221221376,10,9,0,1,0
17-10 13:47:27,0,0.063,99.937,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,305,614,0,0,0,95,171,0,3221221376,10,9,0,1,0
17-10 13:47:28,0.062,0.062,99.813,0.062,0,690819072,65116143616,191033344,1238933504,0,24576,0,4,581,606,0,0,0,105,177,0,3221221376,10,9,0,1,0
17-10 13:47:29,0,0.063,99.937,0,0,690819072,65116143616,191033344,1238933504,0,196608,0,32,545,622,0,0,0,103,142,0,3221221376,10,9,0,1,0
17-10 13:47:30,0.062,0.062,99.875,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,538,852,0,1,0,86,181,0,3221221376,10,9,0,1,0
17-10 13:47:31,0,0.125,99.875,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,545,614,0,0,0,97,173,0,3221221376,10,9,0,1,0
17-10 13:47:32,0,0.063,99.937,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,186,606,0,0,0,77,135,0,3221221376,10,9,0,1,0
17-10 13:47:33,0.062,0.125,99.813,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,760,836,0,1,0,103,166,0,3221221376,10,9,0,1,0
17-10 13:47:34,0,0.063,99.937,0,0,690819072,65116143616,191033344,1238933504,0,32768,0,4,366,614,0,0,0,89,153,0,3221221376,10,9,0,1,0
17-10 13:47:35,0,0.125,99.875,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,425,622,0,0,0,107,193,0,3221221376,10,9,0,1,0
17-10 13:47:36,0.062,0.062,99.875,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,753,836,0,1,0,90,175,0,3221221376,10,9,0,1,0
17-10 13:47:37,0,0.063,99.937,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,245,614,0,0,0,76,137,0,3221221376,10,9,0,1,0
17-10 13:47:38,0,0.063,99.937,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,246,606,0,0,0,78,138,0,3221221376,10,9,0,1,0
17-10 13:47:39,0.062,0.062,99.875,0,0,690819072,65116143616,191033344,1238933504,0,0,0,0,639,606,0,0,0,110,183,0,3221221376,10,9,0,1,0
17-10 13:47:40,0.062,0.125,99.750,0.062,0,690814976,65116143616,191033344,1238937600,0,65536,0,6,358,938,0,1,0,116,187,0,3221221376,10,9,0,1,0
17-10 13:47:41,0,0.063,99.937,0,0,690814976,65116143616,191033344,1238937600,0,0,0,0,945,1728,0,0,0,88,141,0,3221221376,10,9,0,1,0
17-10 13:47:42,0.062,0.062,99.875,0,0,690814976,65116143616,191033344,1238937600,0,0,0,0,854,606,0,0,0,88,149,0,3221221376,10,9,0,1,0
17-10 13:47:43,0.062,0.125,99.813,0,0,690814976,65116143616,191033344,1238937600,0,0,0,0,477,836,0,1,0,111,209,0,3221221376,10,9,0,1,0
17-10 13:47:44,0,0.125,99.875,0,0,690814976,65116143616,191033344,1238937600,0,0,0,0,426,614,0,0,0,79,131,0,3221221376,10,9,0,1,0
17-10 13:47:45,0,0.063,99.937,0,0,690814976,65116143616,191033344,1238937600,0,0,0,0,819,606,0,0,0,86,145,0,3221221376,10,9,0,1,0
17-10 13:47:46,0,0.063,99.937,0,0,690941952,65116016640,191033344,1238937600,0,24576,0,4,478,836,0,1,0,93,195,0,3221221376,10,9,0,1,0
17-10 13:47:47,0.062,0.125,99.813,0,0,690941952,65116016640,191033344,1238937600,0,0,0,0,580,630,0,0,0,98,185,0,3221221376,10,9,0,1,0
17-10 13:47:48,0,0.063,99.937,0,0,690941952,65116016640,191033344,1238937600,0,0,0,0,246,606,0,0,0,79,135,0,3221221376,10,9,0,1,0
17-10 13:47:49,0.062,0.062,99.875,0,0,690941952,65116016640,191033344,1238937600,0,0,0,0,485,606,0,0,0,82,137,0,3221221376,10,9,0,1,0
17-10 13:47:50,0,0.125,99.875,0,0,690941952,65116016640,191033344,1238937600,0,0,0,0,538,836,0,1,0,85,191,0,3221221376,10,9,0,1,0
17-10 13:47:51,0.062,0.062,99.875,0,0,690941952,65116016640,191033344,1238937600,0,0,0,0,365,614,0,0,0,91,163,0,3221221376,10,9,0,1,0
17-10 13:47:52,0,0.063,99.937,0,0,690941952,65116016640,191033344,1238937600,0,24576,0,4,366,606,0,0,0,89,147,0,3221221376,10,9,0,1,0
17-10 13:47:53,0,0.125,99.875,0,0,690941952,65116016640,191033344,1238937600,0,0,0,0,597,852,0,1,0,97,155,0,3221221376,10,9,0,1,0
17-10 13:47:54,0.062,0.062,99.875,0,0,690941952,65116016640,191033344,1238937600,0,0,0,0,186,614,0,0,0,86,151,0,3221221376,10,9,0,1,0
17-10 13:47:55,0,0.063,99.937,0,0,690941952,65116016640,191033344,1238937600,0,0,0,0,700,672,0,0,0,117,203,0,3221221376,10,9,0,0,0
17-10 13:47:56,0,0.125,99.875,0,0,690941952,65116016640,191033344,1238937600,0,0,0,0,478,836,0,1,0,85,145,0,3221221376,10,9,0,0,0
17-10 13:47:57,0,0.063,99.937,0,0,690941952,65116016640,191033344,1238937600,0,0,0,0,605,614,0,0,0,85,137,0,3221221376,10,9,0,0,0
17-10 13:47:58,0.062,0.062,99.813,0.062,0,690941952,65116016640,191033344,1238937600,0,24576,0,4,306,606,0,0,0,88,147,0,3221221376,10,9,0,0,0
17-10 13:47:59,0,0.125,99.875,0,0,690941952,65116016640,191033344,1238937600,0,0,0,0,407,688,0,0,0,96,171,0,3221221376,10,9,0,0,0
17-10 13:48:00,0.062,0.062,99.875,0,0,690941952,65116016640,191033344,1238937600,0,40960,0,6,298,836,0,1,0,103,197,0,3221221376,10,9,0,0,0
17-10 13:48:01,0,0.063,99.937,0,0,690941952,65116016640,191033344,1238937600,0,0,0,0,425,630,0,0,0,78,139,0,3221221376,10,9,0,0,0
17-10 13:48:02,0,0.125,99.875,0,0,690941952,65116016640,191033344,1238937600,0,0,0,0,246,606,0,0,0,77,139,0,3221221376,10,9,0,0,0
17-10 13:48:03,0.062,0.062,99.875,0,0,690941952,65116016640,191033344,1238937600,0,0,0,0,880,836,0,1,0,120,199,0,3221221376,10,9,0,0,0
17-10 13:48:04,0,0.063,99.937,0,0,690941952,65116016640,191033344,1238937600,0,32768,0,4,461,614,0,0,0,91,152,0,3221221376,10,9,0,0,0
17-10 13:48:05,0.062,0.125,99.813,0,0,690941952,65116016640,191033344,1238937600,0,32768,0,8,425,622,0,0,0,101,170,0,3221221376,10,9,0,0,0
17-10 13:48:06,0,0.063,99.937,0,0,690941952,65116016640,191033344,1238937600,0,0,0,0,812,852,0,1,0,90,147,0,3221221376,10,9,0,0,0
17-10 13:48:07,0,0.063,99.937,0,0,690941952,65116016640,191033344,1238937600,0,0,0,0,365,614,0,0,0,95,171,0,3221221376,10,9,0,0,0
17-10 13:48:08,0,0.125,99.875,0,0,690941952,65116016640,191033344,1238937600,0,0,0,0,486,708,0,0,0,83,141,0,3221221376,10,9,0,0,0
17-10 13:48:09,0.063,0.063,99.875,0,0,690941952,65116016640,191033344,1238937600,0,0,0,0,311,1704,0,0,0,78,141,0,3221221376,10,9,0,0,0
17-10 13:48:10,0,0.063,99.937,0,0,690937856,65116016640,191033344,1238941696,0,65536,0,6,1027,836,0,1,0,119,197,0,3221221376,10,9,0,0,0
17-10 13:48:11,0.062,0.062,99.875,0,0,690937856,65116016640,191033344,1238941696,0,0,0,0,485,630,0,0,0,99,172,0,3221221376,10,9,0,0,0
17-10 13:48:12,0,0.125,99.875,0,0,690937856,65116016640,191033344,1238941696,0,0,0,0,126,606,0,0,0,76,133,0,3221221376,10,9,0,0,0
17-10 13:48:13,0.062,0.062,99.875,0,0,690937856,65116016640,191033344,1238941696,0,0,0,0,811,836,0,1,0,96,157,0,3221221376,10,9,0,0,0
17-10 13:48:14,0,0.125,99.875,0,0,690937856,65116016640,191033344,1238941696,0,0,0,0,761,614,0,0,0,88,143,0,3221221376,10,9,0,0,0
17-10 13:48:15,0.062,0.125,99.813,0,0,690937856,65116016640,191033344,1238941696,0,0,0,0,305,811,0,0,0,140,216,0,3221221376,10,9,0,0,0
17-10 13:48:16,0.062,0.062,99.812,0.062,0,691318784,65115635712,191033344,1238941696,0,24576,0,4,753,836,0,1,0,117,209,0,3221221376,10,9,0,0,0
17-10 13:48:17,0,0.063,99.937,0,0,691318784,65115635712,191033344,1238941696,0,0,0,0,1215,630,0,0,0,92,153,0,3221221376,10,9,0,0,0
17-10 13:48:18,0.062,0.062,99.875,0,0,691318784,65115635712,191033344,1238941696,0,0,0,0,366,606,0,0,0,78,138,0,3221221376,10,9,0,0,0
17-10 13:48:19,0,0.063,99.937,0,0,691318784,65115635712,191033344,1238941696,0,0,0,0,665,606,0,0,0,100,169,0,3221221376,10,9,0,0,0
17-10 13:48:20,0.125,0.125,99.750,0,0,691318784,65115635712,191033344,1238941696,0,0,0,0,418,940,0,1,0,101,197,0,3221221376,10,9,0,0,0
17-10 13:48:21,0,0.125,99.875,0,0,691318784,65115635712,191033344,1238941696,0,0,0,0,425,614,0,0,0,81,139,0,3221221376,10,9,0,0,0
17-10 13:48:22,0,0.063,99.937,0,0,691318784,65115635712,191033344,1238941696,0,32768,0,4,426,606,0,0,0,89,147,0,3221221376,10,9,0,0,0
17-10 13:48:23,0.062,0.125,99.812,0,0,691318784,65115635712,191033344,1238941696,0,0,0,0,537,852,0,1,0,111,225,0,3221221376,10,9,0,0,0
17-10 13:48:24,0,0.062,99.938,0,0,691318784,65115635712,191033344,1238941696,0,0,0,0,306,614,0,0,0,80,137,0,3221221376,10,9,0,0,0
17-10 13:48:25,0.062,0.125,99.812,0,0,691318784,65115635712,191033344,1238941696,0,0,0,0,721,834,0,0,0,122,177,0,3221221376,10,9,0,0,0
17-10 13:48:26,0.062,0.062,99.875,0,0,691200000,65115754496,191033344,1238941696,0,0,0,0,538,836,0,1,0,105,165,0,3221221376,10,9,0,0,0
17-10 13:48:27,0,0.063,99.937,0,0,691200000,65115754496,191033344,1238941696,0,0,0,0,485,674,0,0,0,100,171,0,3221221376,10,9,0,0,0
17-10 13:48:28,0,0.125,99.813,0.062,0,691200000,65115754496,191033344,1238941696,0,32768,0,4,641,606,0,0,0,109,178,0,3221221376,10,9,0,0,0
17-10 13:48:29,0,0.125,99.875,0,0,691200000,65115754496,191033344,1238941696,0,0,0,0,485,622,0,0,0,81,138,0,3221221376,10,9,0,0,0
17-10 13:48:30,0.062,0.062,99.875,0,0,691200000,65115754496,191033344,1238941696,0,40960,0,4,813,836,0,1,0,93,151,0,3221221376,10,9,0,0,0
17-10 13:48:31,0,0.063,99.937,0,0,691200000,65115754496,191033344,1238941696,0,0,0,0,365,630,0,0,0,100,175,0,3221221376,10,9,0,0,0
17-10 13:48:32,0.062,0.062,99.875,0,0,691200000,65115754496,191033344,1238941696,0,0,0,0,401,606,0,0,0,81,144,0,3221221376,10,9,0,0,0
17-10 13:48:33,0,0.125,99.875,0,0,691191808,65115762688,191033344,1238941696,0,0,0,0,880,836,0,1,0,113,191,0,3221221376,10,9,0,0,0
17-10 13:48:34,0.062,0.062,99.875,0,0,691191808,65115762688,191033344,1238941696,0,32768,0,4,486,614,0,0,0,89,148,0,3221221376,10,9,0,0,0
17-10 13:48:35,0,0.063,99.937,0,0,691191808,65115762688,191033344,1238941696,0,8192,0,2,305,622,0,0,0,96,169,0,3221221376,10,9,0,0,0
17-10 13:48:36,0.062,0.062,99.875,0,0,691191808,65115762688,191033344,1238941696,0,0,0,0,298,954,0,1,0,88,143,0,3221221376,10,9,0,0,0
17-10 13:48:37,0,0.125,99.875,0,0,691191808,65115762688,191033344,1238941696,0,0,0,0,509,1712,0,0,0,82,138,0,3221221376,10,9,0,0,0
17-10 13:48:38,0,0.063,99.937,0,0,691191808,65115762688,191033344,1238941696,0,0,0,0,186,606,0,0,0,88,159,0,3221221376,10,9,0,0,0
17-10 13:48:39,0.062,0.062,99.875,0,0,691191808,65115762688,191033344,1238941696,0,0,0,0,880,606,0,0,0,105,177,0,3221221376,10,9,0,0,0
17-10 13:48:40,0,0.063,99.937,0,0,691191808,65115762688,191033344,1238941696,0,24576,0,4,658,836,0,1,0,97,155,0,3221221376,10,9,0,0,0
17-10 13:48:41,0.062,0.062,99.875,0,0,691314688,65115635712,191033344,1238945792,0,16384,0,4,365,630,0,0,0,85,144,0,3221221376,10,9,0,0,0
17-10 13:48:42,0,0.125,99.875,0,0,691314688,65115635712,191033344,1238945792,0,0,0,0,186,622,0,0,0,76,136,0,3221221376,10,9,0,0,0
17-10 13:48:43,0,0.063,99.937,0,0,691314688,65115635712,191033344,1238945792,0,0,0,0,657,836,0,1,0,125,207,0,3221221376,10,9,0,0,0
17-10 13:48:44,0.062,0.062,99.875,0,0,691314688,65115635712,191033344,1238945792,0,0,0,0,700,614,0,0,0,87,141,0,3221221376,10,9,0,0,0
17-10 13:48:45,0,0.125,99.875,0,0,691314688,65115635712,191033344,1238945792,0,0,0,0,605,606,0,0,0,83,139,0,3221221376,10,9,0,0,0
17-10 13:48:46,0.062,0.062,99.813,0.062,0,691314688,65115635712,191033344,1238945792,0,65536,0,6,1086,836,0,1,0,104,169,0,3221221376,10,9,0,0,0
17-10 13:48:47,0,0.063,99.937,0,0,691314688,65115635712,191033344,1238945792,0,0,0,0,759,630,0,0,0,99,169,0,3221221376,10,9,0,0,0
17-10 13:48:48,0,0.063,99.937,0,0,691314688,65115635712,191033344,1238945792,0,0,0,0,366,606,0,0,0,93,165,0,3221221376,10,9,0,0,0
17-10 13:48:49,0.062,0.062,99.875,0,0,691314688,65115635712,191033344,1238945792,0,0,0,0,699,606,0,0,0,84,145,0,3221221376,10,9,0,0,0
17-10 13:48:50,0,0.125,99.875,0,0,691314688,65115635712,191033344,1238945792,0,0,0,0,933,836,0,1,0,91,149,0,3221221376,10,9,0,0,0
17-10 13:48:51,0.062,0.062,99.875,0,0,691314688,65115635712,191033344,1238945792,0,0,0,0,305,614,0,0,0,96,171,0,3221221376,10,9,0,0,0
17-10 13:48:52,0,0.063,99.937,0,0,691314688,65115635712,191033344,1238945792,0,24576,0,4,426,606,0,0,0,89,143,0,3221221376,10,9,0,0,0
17-10 13:48:53,0,0.125,99.875,0,0,691314688,65115635712,191033344,1238945792,0,0,0,0,777,852,0,1,0,114,217,0,3221221376,10,9,0,0,0
17-10 13:48:54,0.062,0.125,99.813,0,0,691314688,65115635712,191033344,1238945792,0,0,0,0,666,614,0,0,0,86,133,0,3221221376,10,9,0,0,0
17-10 13:48:55,0,0.063,99.937,0,0,691314688,65115635712,191033344,1238945792,0,0,0,0,425,606,0,0,0,96,171,0,3221221376,10,9,0,0,0
17-10 13:48:56,0.062,0.062,99.875,0,0,691314688,65115635712,191033344,1238945792,0,8192,0,2,418,836,0,1,0,93,147,0,3221221376,10,9,0,0,0
17-10 13:48:57,0,0.063,99.937,0,0,691314688,65115635712,191033344,1238945792,0,0,0,0,485,690,0,0,0,85,142,0,3221221376,10,9,0,0,0
17-10 13:48:58,0,0.063,99.937,0,0,691314688,65115635712,191033344,1238945792,0,32768,0,4,186,606,0,0,0,98,173,0,3221221376,10,9,0,0,0
17-10 13:48:59,0.062,0.125,99.813,0,0,691314688,65115635712,191033344,1238945792,0,0,0,0,545,622,0,0,0,99,171,0,3221221376,10,9,0,0,0
17-10 13:49:00,0,0.063,99.937,0,0,691314688,65115635712,191033344,1238945792,0,0,0,0,753,836,0,1,0,89,149,0,3221221376,10,9,0,0,0
17-10 13:49:01,0.062,0.062,99.875,0,0,691314688,65115635712,191033344,1238945792,0,32768,0,4,305,614,0,0,0,83,139,0,3221221376,10,9,0,0,0
17-10 13:49:02,0,0.125,99.875,0,0,691314688,65115635712,191033344,1238945792,0,0,0,0,246,622,0,0,0,81,137,0,3221221376,10,9,0,0,0
17-10 13:49:03,0.063,0.063,99.875,0,0,691314688,65115635712,191033344,1238945792,0,0,0,0,1060,896,0,1,0,136,249,0,3221221376,10,9,0,0,0
17-10 13:49:04,0,0.062,99.875,0.062,0,691314688,65115635712,191033344,1238945792,0,32768,0,4,426,716,0,0,0,107,152,0,3221221376,10,9,0,0,0
17-10 13:49:05,0.062,0.125,99.813,0,0,691314688,65115635712,191033344,1238945792,0,0,0,0,491,1780,0,0,0,111,137,0,3221221376,10,9,0,0,0
17-10 13:49:06,0,0.063,99.937,0,0,691314688,65115635712,191033344,1238945792,0,8192,0,2,538,836,0,1,0,103,143,0,3221221376,10,9,0,0,0
17-10 13:49:07,0.062,0.062,99.875,0,0,691314688,65115635712,191033344,1238945792,0,0,0,0,425,630,0,0,0,101,171,0,3221221376,10,9,0,0,0
17-10 13:49:08,0,0.063,99.937,0,0,691314688,65115635712,191033344,1238945792,0,0,0,0,641,606,0,0,0,98,165,0,3221221376,10,9,0,0,0
17-10 13:49:09,0,0.125,99.875,0,0,691314688,65115635712,191033344,1238945792,0,0,0,0,485,606,0,0,0,82,138,0,3221221376,10,9,0,0,0
17-10 13:49:10,0,0.063,99.937,0,0,691314688,65115635712,191033344,1238945792,0,24576,0,4,812,836,0,1,0,99,161,0,3221221376,10,9,0,0,0
17-10 13:49:11,0.062,0.125,99.813,0,0,691314688,65115635712,191033344,1238945792,0,0,0,0,365,630,0,0,0,98,171,0,3221221376,10,9,0,0,0
17-10 13:49:12,0,0.063,99.937,0,0,691310592,65115635712,191033344,1238949888,0,0,0,0,246,606,0,0,0,78,139,0,3221221376,10,9,0,0,0
17-10 13:49:13,0.062,0.062,99.875,0,0,691310592,65115635712,191033344,1238949888,0,0,0,0,932,836,0,1,0,112,183,0,3221221376,10,9,0,0,0
17-10 13:49:14,0,0.125,99.875,0,0,691310592,65115635712,191033344,1238949888,0,0,0,0,580,614,0,0,0,84,141,0,3221221376,10,9,0,0,0
17-10 13:49:15,0,0.125,99.875,0,0,691310592,65115635712,191033344,1238949888,0,0,0,0,485,606,0,0,0,98,171,0,3221221376,10,9,0,0,0
17-10 13:49:16,0,0.063,99.875,0.063,0,691310592,65115635712,191033344,1238949888,0,106496,0,16,298,836,0,1,0,93,159,0,3221221376,10,9,0,0,0
17-10 13:49:17,0.062,0.062,99.875,0,0,691310592,65115635712,191033344,1238949888,0,0,0,0,699,630,0,0,0,92,145,0,3221221376,10,9,0,0,0
17-10 13:49:18,0,0.125,99.875,0,0,691310592,65115635712,191033344,1238949888,0,0,0,0,461,606,0,0,0,90,157,0,3221221376,10,9,0,0,0
17-10 13:49:19,0,0.063,99.937,0,0,691310592,65115635712,191033344,1238949888,0,0,0,0,725,606,0,0,0,102,173,0,3221221376,10,9,0,0,0
17-10 13:49:20,0.062,0.062,99.875,0,0,691310592,65115635712,191033344,1238949888,0,0,0,0,813,836,0,1,0,90,149,0,3221221376,10,9,0,0,0
17-10 13:49:21,0,0.125,99.875,0,0,691310592,65115635712,191033344,1238949888,0,0,0,0,700,614,0,0,0,84,147,0,3221221376,10,9,0,0,0
17-10 13:49:22,0.063,0.063,99.875,0,0,691310592,65115635712,191033344,1238949888,0,24576,0,4,641,606,0,0,0,94,157,0,3221221376,10,9,0,0,0
17-10 13:49:23,0,0.063,99.937,0,0,691310592,65115635712,191033344,1238949888,0,0,0,0,537,852,0,1,0,125,209,0,3221221376,10,9,0,0,0
17-10 13:49:24,0,0.125,99.875,0,0,691310592,65115635712,191033344,1238949888,0,0,0,0,366,614,0,0,0,79,133,0,3221221376,10,9,0,0,0
17-10 13:49:25,0.062,0.062,99.875,0,0,691310592,65115635712,191033344,1238949888,0,0,0,0,809,1344,0,0,0,105,153,0,3221221376,10,9,0,0,0
17-10 13:49:26,0,0.063,99.937,0,0,691310592,65115635712,191033344,1238949888,0,0,0,0,598,836,0,1,0,102,181,0,3221221376,10,9,0,0,0
17-10 13:49:27,0.062,0.062,99.875,0,0,691310592,65115635712,191033344,1238949888,0,0,0,0,245,614,0,0,0,98,178,0,3221221376,10,9,0,0,0
17-10 13:49:28,0,0.063,99.937,0,0,691310592,65115635712,191033344,1238949888,0,24576,0,4,186,606,0,0,0,86,149,0,3221221376,10,9,0,0,0
17-10 13:49:29,0,0.125,99.875,0,0,691310592,65115635712,191033344,1238949888,0,0,0,0,425,682,0,0,0,81,139,0,3221221376,10,9,0,0,0
17-10 13:49:30,0.062,0.062,99.875,0,0,691310592,65115635712,191033344,1238949888,0,0,0,0,580,902,0,1,0,86,141,0,3221221376,10,9,0,0,0
17-10 13:49:31,0.062,0.062,99.875,0,0,691310592,65115635712,191033344,1238949888,0,0,0,0,365,614,0,0,0,107,197,0,3221221376,10,9,0,0,0
17-10 13:49:32,0,0.125,99.875,0,0,691310592,65115635712,191033344,1238949888,0,32768,0,4,426,708,0,0,0,90,145,0,3221221376,10,9,0,0,0
17-10 13:49:33,0,0.125,99.875,0,0,691310592,65115635712,191033344,1238949888,0,0,0,0,1359,1950,0,1,0,111,171,0,3221221376,10,9,0,0,0
17-10 13:49:34,0,0.063,99.875,0.063,0,691310592,65115635712,191033344,1238949888,0,32768,0,4,366,614,0,0,0,88,148,0,3221221376,10,9,0,0,0
17-10 13:49:35,0.062,0.062,99.875,0,0,691310592,65115635712,191033344,1238949888,0,0,0,0,855,622,0,0,0,104,183,0,3221221376,10,9,0,0,0
17-10 13:49:36,0,0.063,99.937,0,0,691310592,65115635712,191033344,1238949888,0,0,0,0,478,836,0,1,0,95,165,0,3221221376,10,9,0,0,0
17-10 13:49:37,0.062,0.062,99.875,0,0,691310592,65115635712,191033344,1238949888,0,8192,0,2,365,614,0,0,0,86,145,0,3221221376,10,9,0,0,0
17-10 13:49:38,0,0.125,99.875,0,0,691310592,65115635712,191033344,1238949888,0,0,0,0,306,622,0,0,0,79,135,0,3221221376,10,9,0,0,0
17-10 13:49:39,0,0.063,99.937,0,0,691310592,65115635712,191033344,1238949888,0,0,0,0,365,606,0,0,0,97,173,0,3221221376,10,9,0,0,0
17-10 13:49:40,0.062,0.062,99.875,0,0,691310592,65115635712,191033344,1238949888,0,24576,0,4,358,896,0,1,0,91,153,0,3221221376,10,9,0,0,0
17-10 13:49:41,0,0.063,99.937,0,0,691310592,65115635712,191033344,1238949888,0,0,0,0,485,630,0,0,0,94,158,0,3221221376,10,9,0,0,0
17-10 13:49:42,0.062,0.062,99.875,0,0,691310592,65115635712,191033344,1238949888,0,0,0,0,306,606,0,0,0,81,137,0,3221221376,10,9,0,0,0
17-10 13:49:43,0.062,0.125,99.812,0,0,691306496,65115635712,191033344,1238953984,0,0,0,0,1052,836,0,1,0,126,233,0,3221221376,10,9,0,0,0
17-10 13:49:44,0.062,0.125,99.813,0,0,691306496,65115635712,191033344,1238953984,0,0,0,0,246,614,0,0,0,79,140,0,3221221376,10,9,0,0,0
17-10 13:49:45,0,0.063,99.937,0,0,691306496,65115635712,191033344,1238953984,0,0,0,0,365,606,0,0,0,79,139,0,3221221376,10,9,0,0,0
17-10 13:49:46,0,0.063,99.937,0,0,691306496,65115635712,191033344,1238953984,0,73728,0,6,298,836,0,1,0,90,192,0,3221221376,10,9,0,0,0
17-10 13:49:47,0.062,0.062,99.875,0,0,691306496,65115635712,191033344,1238953984,0,0,0,0,305,630,0,0,0,102,179,0,3221221376,10,9,0,0,0
17-10 13:49:48,0,0.062,99.938,0,0,691306496,65115635712,191033344,1238953984,0,0,0,0,306,606,0,0,0,98,137,0,3221221376,10,9,0,0,0
